Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18
#YY  ,MM ,D ,hh ,mm ,WDIR, WSPD, GST,  WVHT,   DPD,   APD, MWD,   PRES,  ATMP,  WTMP,  DEWP,  VIS,  TIDE
#yr  ,mo ,dy ,hr ,mn ,degT, m/s , m/s,     m,   sec,   sec, deg,    hPa,  degC,  degC,  degC,  nmi,    ft
2021 ,01 ,01 ,00 ,00 ,302 , 7.9 , 9.8, 99.00, 99.00, 99.00, 999, 1024.1,   5.2,   7.4,  -3.0, 99.0, 99.00 
2021 ,01 ,01 ,00 ,10 ,301 , 7.8 ,10.1, 99.00, 99.00, 99.00, 999, 1024.2,   5.1,   7.4,  -3.0, 99.0, 99.00 
2021 ,01 ,01 ,00 ,20 ,301 , 8.1 ,10.1, 99.00, 99.00, 99.00, 999, 1024.4,   5.1,   7.4,  -2.8, 99.0, 99.00 
2021 ,01 ,01 ,00 ,30 ,305 , 7.3 , 9.0, 99.00, 99.00, 99.00, 999, 1024.6,   5.1,   7.3,  -2.8, 99.0, 99.00 
2021 ,01 ,01 ,00 ,40 ,302 , 7.2 , 9.4,  0.57,  3.45,  3.22, 294, 1024.7,   5.0,   7.3,  -2.9, 99.0, 99.00 
2021 ,01 ,01 ,00 ,50 ,307 , 7.2 , 9.0, 99.00, 99.00, 99.00, 999, 1024.9,   5.0,   7.3,  -2.9, 99.0, 99.00 
2021 ,01 ,01 ,01 ,00 ,312 , 7.9 ,10.7, 99.00, 99.00, 99.00, 999, 1024.9,   5.0,   7.4,  -2.9, 99.0, 99.00 
2021 ,01 ,01 ,01 ,10 ,311 , 8.4 ,10.6, 99.00, 99.00, 99.00, 999, 1025.2,   4.9,   7.3,  -2.8, 99.0, 99.00 
2021 ,01 ,01 ,01 ,20 ,321 , 8.2 ,10.6, 99.00, 99.00, 99.00, 999, 1025.6,   4.9,   7.4,  -2.9, 99.0, 99.00 
2021 ,01 ,01 ,01 ,30 ,310 , 8.4 ,11.6, 99.00, 99.00, 99.00, 999, 1025.7,   4.8,   7.3,  -3.5, 99.0, 99.00 
2021 ,01 ,01 ,01 ,40 ,311 , 7.1 , 8.9,  0.60,  3.23,  3.18, 301, 1026.0,   4.7,   7.3,  -3.0, 99.0, 99.00 
2021 ,01 ,01 ,01 ,50 ,314 , 8.5 ,11.0, 99.00, 99.00, 99.00, 999, 1026.0,   4.7,   7.3,  -3.3, 99.0, 99.00 
2021 ,01 ,01 ,02 ,00 ,315 , 8.6 ,11.2, 99.00, 99.00, 99.00, 999, 1026.3,   4.7,   7.3,  -3.1, 99.0, 99.00 
2021 ,01 ,01 ,02 ,10 ,315 , 7.8 , 9.7, 99.00, 99.00, 99.00, 999, 1026.5,   4.6, 999.0,  -3.6, 99.0, 99.00 
2021 ,01 ,01 ,02 ,20 ,317 , 7.4 , 9.7, 99.00, 99.00, 99.00, 999, 1026.5,   4.5,   7.3,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,02 ,30 ,314 , 7.9 ,10.2, 99.00, 99.00, 99.00, 999, 1026.4,   4.4,   7.3,  -3.5, 99.0, 99.00 
2021 ,01 ,01 ,02 ,40 ,315 , 7.7 ,10.7,  0.57,  3.33,  3.29, 332, 1026.5,   4.4,   7.3,  -3.5, 99.0, 99.00 
2021 ,01 ,01 ,02 ,50 ,315 , 6.7 , 8.6, 99.00, 99.00, 99.00, 999, 1026.7,   4.3,   7.3,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,03 ,00 ,315 , 7.9 ,11.6, 99.00, 99.00, 99.00, 999, 1026.5,   4.3,   7.4,  -3.5, 99.0, 99.00 
2021 ,01 ,01 ,03 ,10 ,318 , 7.7 , 9.6, 99.00, 99.00, 99.00, 999, 1026.6,   4.3,   7.4,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,03 ,20 ,313 , 8.1 ,10.4, 99.00, 99.00, 99.00, 999, 1027.0,   4.2,   7.3,  -3.6, 99.0, 99.00 
2021 ,01 ,01 ,03 ,30 ,317 , 7.7 ,10.2, 99.00, 99.00, 99.00, 999, 1027.0,   4.2,   7.4,  -3.4, 99.0, 99.00 
2021 ,01 ,01 ,03 ,40 ,318 , 8.3 ,11.2,  0.55,  3.33,  3.21, 323, 1027.4,   4.1,   7.3,  -3.5, 99.0, 99.00 
2021 ,01 ,01 ,03 ,50 ,327 , 7.8 ,10.8, 99.00, 99.00, 99.00, 999, 1027.4,   4.0,   7.3,  -3.5, 99.0, 99.00 
2021 ,01 ,01 ,04 ,00 ,329 , 7.5 , 9.3, 99.00, 99.00, 99.00, 999, 1027.4,   3.9,   7.3,  -3.6, 99.0, 99.00 
2021 ,01 ,01 ,04 ,10 ,333 , 7.4 , 9.5, 99.00, 99.00, 99.00, 999, 1027.8,   3.8,   7.3,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,04 ,20 ,330 , 7.4 , 9.9, 99.00, 99.00, 99.00, 999, 1027.9,   3.6,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,04 ,30 ,326 , 7.8 ,10.1, 99.00, 99.00, 99.00, 999, 1028.1,   3.5,   7.3,  -3.9, 99.0, 99.00 
2021 ,01 ,01 ,04 ,40 ,326 , 7.8 , 9.8,  0.62,  2.94,  3.23, 321, 1028.1,   3.5,   7.3,  -3.6, 99.0, 99.00 
2021 ,01 ,01 ,04 ,50 ,329 , 8.0 ,10.1, 99.00, 99.00, 99.00, 999, 1028.1,   3.4,   7.3,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,05 ,00 ,329 , 8.0 ,11.1, 99.00, 99.00, 99.00, 999, 1028.3,   3.4,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,05 ,10 ,325 , 7.6 , 9.7, 99.00, 99.00, 99.00, 999, 1028.6,   3.3,   7.3,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,05 ,20 ,324 , 8.3 ,10.9, 99.00, 99.00, 99.00, 999, 1028.6,   3.2,   7.3,  -3.9, 99.0, 99.00 
2021 ,01 ,01 ,05 ,30 ,329 , 8.4 ,11.1, 99.00, 99.00, 99.00, 999, 1028.8,   3.1,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,05 ,40 ,326 , 9.0 ,11.0,  0.75,  3.23,  3.25, 339, 1028.7,   3.1,   7.3,  -3.5, 99.0, 99.00 
2021 ,01 ,01 ,05 ,50 ,334 , 8.9 ,10.8, 99.00, 99.00, 99.00, 999, 1029.0,   3.1,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,06 ,00 ,331 , 9.2 ,11.1, 99.00, 99.00, 99.00, 999, 1029.0,   3.0,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,06 ,10 ,333 , 8.7 ,10.7, 99.00, 99.00, 99.00, 999, 1029.2,   3.0,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,06 ,20 ,330 , 9.2 ,11.5, 99.00, 99.00, 99.00, 999, 1029.2,   3.0,   7.3,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,06 ,30 ,328 , 8.6 ,10.8, 99.00, 99.00, 99.00, 999, 1029.5,   3.1,   7.3,  -3.3, 99.0, 99.00 
2021 ,01 ,01 ,06 ,40 ,323 , 9.0 ,10.8,  0.78,  3.33,  3.37, 333, 1029.5,   3.0,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,06 ,50 ,325 , 9.3 ,12.3, 99.00, 99.00, 99.00, 999, 1029.8,   2.9,   7.3,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,07 ,00 ,332 , 9.2 ,11.0, 99.00, 99.00, 99.00, 999, 1030.0,   2.9,   7.3,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,07 ,10 ,328 , 9.5 ,12.0, 99.00, 99.00, 99.00, 999, 1030.1,   2.8,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,07 ,20 ,330 , 9.2 ,11.2, 99.00, 99.00, 99.00, 999, 1030.3,   2.8,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,07 ,30 ,327 , 9.1 ,11.3, 99.00, 99.00, 99.00, 999, 1030.4,   2.7,   7.3,  -4.0, 99.0, 99.00 
2021 ,01 ,01 ,07 ,40 ,331 , 8.7 ,10.7, 99.00, 99.00, 99.00, 999, 1030.7,   2.6,   7.3,  -4.0, 99.0, 99.00 
2021 ,01 ,01 ,07 ,50 ,326 , 8.8 ,11.3, 99.00, 99.00, 99.00, 999, 1030.6,   2.6,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,08 ,00 ,332 , 9.1 ,11.1, 99.00, 99.00, 99.00, 999, 1030.6,   2.6,   7.3,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,08 ,10 ,331 , 9.0 ,11.1, 99.00, 99.00, 99.00, 999, 1030.6,   2.6,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,08 ,20 ,331 , 8.8 ,10.6, 99.00, 99.00, 99.00, 999, 1030.6,   2.6,   7.3,  -3.6, 99.0, 99.00 
2021 ,01 ,01 ,08 ,30 ,329 , 8.5 ,10.0, 99.00, 99.00, 99.00, 999, 1030.6,   2.5,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,08 ,40 ,329 , 9.1 ,10.8,  0.84,  3.57,  3.42, 343, 1030.6,   2.5,   7.3,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,08 ,50 ,330 , 8.4 ,10.1, 99.00, 99.00, 99.00, 999, 1030.8,   2.5,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,09 ,00 ,333 , 8.7 ,10.7, 99.00, 99.00, 99.00, 999, 1030.9,   2.4,   7.3,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,09 ,10 ,333 , 8.5 ,10.5, 99.00, 99.00, 99.00, 999, 1030.9,   2.3,   7.3,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,09 ,20 ,335 , 8.6 ,10.4, 99.00, 99.00, 99.00, 999, 1031.1,   2.3,   7.3,  -3.9, 99.0, 99.00 
2021 ,01 ,01 ,09 ,30 ,329 , 8.2 ,10.5, 99.00, 99.00, 99.00, 999, 1031.2,   2.2,   7.3,  -3.9, 99.0, 99.00 
2021 ,01 ,01 ,09 ,40 ,331 , 8.1 ,10.1,  0.85,  3.70,  3.62, 343, 1031.4,   2.1,   7.3,  -4.1, 99.0, 99.00 
2021 ,01 ,01 ,09 ,50 ,335 , 7.4 , 9.1, 99.00, 99.00, 99.00, 999, 1031.7,   2.0,   7.3,  -4.3, 99.0, 99.00 
2021 ,01 ,01 ,10 ,00 ,332 , 7.6 , 9.3, 99.00, 99.00, 99.00, 999, 1031.8,   1.9,   7.3,  -4.6, 99.0, 99.00 
2021 ,01 ,01 ,10 ,10 ,328 , 7.2 , 9.5, 99.00, 99.00, 99.00, 999, 1032.0,   2.0,   7.3,  -4.0, 99.0, 99.00 
2021 ,01 ,01 ,10 ,20 ,328 , 7.8 , 9.8, 99.00, 99.00, 99.00, 999, 1032.2,   2.0,   7.3,  -4.1, 99.0, 99.00 
2021 ,01 ,01 ,10 ,30 ,331 , 7.5 , 9.1, 99.00, 99.00, 99.00, 999, 1032.2,   2.0,   7.3,  -4.0, 99.0, 99.00 
2021 ,01 ,01 ,10 ,40 ,336 , 7.1 , 8.9,  0.88,  3.57,  3.73, 337, 1032.0,   2.0,   7.3,  -4.0, 99.0, 99.00 
2021 ,01 ,01 ,10 ,50 ,335 , 7.4 , 8.9, 99.00, 99.00, 99.00, 999, 1031.9,   1.8,   7.3,  -4.3, 99.0, 99.00 
2021 ,01 ,01 ,11 ,00 ,334 , 7.3 , 9.2, 99.00, 99.00, 99.00, 999, 1032.0,   1.8,   7.3,  -4.3, 99.0, 99.00 
2021 ,01 ,01 ,11 ,10 ,341 , 7.0 , 8.7, 99.00, 99.00, 99.00, 999, 1032.2,   1.7,   7.3,  -4.2, 99.0, 99.00 
2021 ,01 ,01 ,11 ,20 ,341 , 6.6 , 8.3, 99.00, 99.00, 99.00, 999, 1032.4,   1.7,   7.3,  -4.1, 99.0, 99.00 
2021 ,01 ,01 ,11 ,30 ,339 , 6.4 , 8.4, 99.00, 99.00, 99.00, 999, 1032.5,   1.7,   7.3,  -4.1, 99.0, 99.00 
2021 ,01 ,01 ,11 ,40 ,341 , 6.3 , 7.7,  0.80,  3.57,  3.67, 333, 1032.7,   1.5,   7.3,  -4.3, 99.0, 99.00 
2021 ,01 ,01 ,11 ,50 ,342 , 6.0 , 7.6, 99.00, 99.00, 99.00, 999, 1032.9,   1.5,   7.3,  -4.3, 99.0, 99.00 
2021 ,01 ,01 ,12 ,00 ,343 , 6.0 , 7.9, 99.00, 99.00, 99.00, 999, 1033.1,   1.4,   7.3,  -4.5, 99.0, 99.00 
2021 ,01 ,01 ,12 ,10 ,336 , 5.6 , 7.0, 99.00, 99.00, 99.00, 999, 1033.4,   1.4,   7.3,  -4.2, 99.0, 99.00 
2021 ,01 ,01 ,12 ,20 ,334 , 5.7 , 7.3, 99.00, 99.00, 99.00, 999, 1033.5,   1.4,   7.3,  -4.1, 99.0, 99.00 
2021 ,01 ,01 ,12 ,30 ,339 , 5.4 , 7.1, 99.00, 99.00, 99.00, 999, 1033.5,   1.3,   7.3,  -4.4, 99.0, 99.00 
2021 ,01 ,01 ,12 ,40 ,341 , 5.1 , 6.6,  0.70,  3.23,  3.71, 339, 1033.4,   1.2,   7.3,  -4.6, 99.0, 99.00 
2021 ,01 ,01 ,12 ,50 ,340 , 4.9 , 6.1, 99.00, 99.00, 99.00, 999, 1033.6,   1.1,   7.3,  -4.6, 99.0, 99.00 
2021 ,01 ,01 ,13 ,00 ,342 , 5.0 , 6.9, 99.00, 99.00, 99.00, 999, 1033.4,   1.2,   7.3,  -4.4, 99.0, 99.00 
2021 ,01 ,01 ,13 ,10 ,349 , 5.1 , 6.8, 99.00, 99.00, 99.00, 999, 1033.6,   1.2,   7.3,  -4.5, 99.0, 99.00 
2021 ,01 ,01 ,13 ,20 ,348 , 5.1 , 6.6, 99.00, 99.00, 99.00, 999, 1033.6,   1.2,   7.3,  -4.5, 99.0, 99.00 
2021 ,01 ,01 ,13 ,30 ,349 , 4.5 , 5.7, 99.00, 99.00, 99.00, 999, 1033.7,   1.1,   7.3,  -4.8, 99.0, 99.00 
2021 ,01 ,01 ,13 ,40 ,344 , 4.4 , 6.0,  0.62,  3.13,  3.63, 334, 1033.7,   1.2,   7.3,  -4.4, 99.0, 99.00 
2021 ,01 ,01 ,13 ,50 ,347 , 4.1 , 5.6, 99.00, 99.00, 99.00, 999, 1033.8,   1.2,   7.3,  -4.4, 99.0, 99.00 
2021 ,01 ,01 ,14 ,00 ,339 , 3.4 , 4.8, 99.00, 99.00, 99.00, 999, 1034.1,   1.2,   7.3,  -4.4, 99.0, 99.00 
2021 ,01 ,01 ,14 ,10 ,325 , 2.5 , 3.7, 99.00, 99.00, 99.00, 999, 1034.0,   1.3,   7.3,  -4.3, 99.0, 99.00 
2021 ,01 ,01 ,14 ,20 ,342 , 2.3 , 3.7, 99.00, 99.00, 99.00, 999, 1033.9,   1.3,   7.3,  -4.6, 99.0, 99.00 
2021 ,01 ,01 ,14 ,30 ,324 , 2.1 , 3.2, 99.00, 99.00, 99.00, 999, 1034.2,   1.3,   7.3,  -4.5, 99.0, 99.00 
2021 ,01 ,01 ,14 ,40 ,318 , 2.4 , 3.5,  0.55,  3.03,  3.66, 345, 1034.2,   1.4,   7.3,  -4.5, 99.0, 99.00 
2021 ,01 ,01 ,14 ,50 ,324 , 2.3 , 3.4, 99.00, 99.00, 99.00, 999, 1034.1,   1.3,   7.3,  -4.6, 99.0, 99.00 
2021 ,01 ,01 ,15 ,00 ,312 , 2.1 , 3.6, 99.00, 99.00, 99.00, 999, 1034.1,   1.4,   7.3,  -4.3, 99.0, 99.00 
2021 ,01 ,01 ,15 ,10 ,312 , 2.5 , 3.8, 99.00, 99.00, 99.00, 999, 1034.2,   1.5,   7.3,  -4.2, 99.0, 99.00 
2021 ,01 ,01 ,15 ,20 ,310 , 2.6 , 3.8, 99.00, 99.00, 99.00, 999, 1034.1,   1.4,   7.3,  -4.3, 99.0, 99.00 
2021 ,01 ,01 ,15 ,30 ,314 , 2.6 , 3.7, 99.00, 99.00, 99.00, 999, 1033.8,   1.4,   7.3,  -4.3, 99.0, 99.00 
2021 ,01 ,01 ,15 ,40 ,308 , 2.7 , 3.7,  0.48, 10.00,  3.95,  73, 1033.5,   1.4,   7.3,  -4.1, 99.0, 99.00 
2021 ,01 ,01 ,15 ,50 ,319 , 2.2 , 3.4, 99.00, 99.00, 99.00, 999, 1033.3,   1.4,   7.3,  -4.2, 99.0, 99.00 
2021 ,01 ,01 ,16 ,00 ,319 , 2.5 , 3.6, 99.00, 99.00, 99.00, 999, 1033.0,   1.3,   7.3,  -4.3, 99.0, 99.00 
2021 ,01 ,01 ,16 ,10 ,323 , 2.0 , 3.2, 99.00, 99.00, 99.00, 999, 1032.8,   1.5,   7.3,  -4.1, 99.0, 99.00 
2021 ,01 ,01 ,16 ,20 ,331 , 2.3 , 3.2, 99.00, 99.00, 99.00, 999, 1032.7,   1.6,   7.3,  -4.0, 99.0, 99.00 
2021 ,01 ,01 ,16 ,30 ,327 , 2.3 , 3.7, 99.00, 99.00, 99.00, 999, 1032.5,   1.5,   7.3,  -4.1, 99.0, 99.00 
2021 ,01 ,01 ,16 ,40 ,319 , 2.3 , 3.2,  0.44,  5.26,  3.85,  74, 1032.2,   1.5,   7.3,  -4.1, 99.0, 99.00 
2021 ,01 ,01 ,16 ,50 ,315 , 2.1 , 3.4, 99.00, 99.00, 99.00, 999, 1032.3,   1.5,   7.3,  -4.0, 99.0, 99.00 
2021 ,01 ,01 ,17 ,00 ,294 , 2.0 , 3.2, 99.00, 99.00, 99.00, 999, 1032.2,   1.6,   7.3,  -3.9, 99.0, 99.00 
2021 ,01 ,01 ,17 ,10 ,292 , 2.0 , 3.1, 99.00, 99.00, 99.00, 999, 1031.9,   1.6,   7.3,  -4.0, 99.0, 99.00 
2021 ,01 ,01 ,17 ,20 ,311 , 1.7 , 2.7, 99.00, 99.00, 99.00, 999, 1031.7,   1.7,   7.4,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,17 ,30 ,289 , 1.8 , 2.7, 99.00, 99.00, 99.00, 999, 1031.6,   1.7,   7.4,  -3.9, 99.0, 99.00 
2021 ,01 ,01 ,17 ,40 ,303 , 1.6 , 2.6,  0.41, 12.90,  4.46, 135, 1031.3,   1.7,   7.4,  -4.0, 99.0, 99.00 
2021 ,01 ,01 ,17 ,50 ,283 , 1.3 , 2.3, 99.00, 99.00, 99.00, 999, 1031.4,   1.8,   7.4,  -3.9, 99.0, 99.00 
2021 ,01 ,01 ,18 ,00 ,272 , 1.3 , 2.9, 99.00, 99.00, 99.00, 999, 1031.3,   1.9,   7.4,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,18 ,10 ,277 , 1.5 , 2.4, 99.00, 99.00, 99.00, 999, 1031.2,   2.0,   7.4,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,18 ,20 ,275 , 1.3 , 2.4, 99.00, 99.00, 99.00, 999, 1031.3,   1.9,   7.4,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,18 ,30 ,270 , 1.0 , 2.0, 99.00, 99.00, 99.00, 999, 1031.3,   2.0,   7.4,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,18 ,40 ,286 , 1.1 , 2.2,  0.40,  5.88,  4.97,  80, 1031.2,   1.9,   7.4,  -3.8, 99.0, 99.00 
2021 ,01 ,01 ,18 ,50 ,279 , 0.9 , 1.7, 99.00, 99.00, 99.00, 999, 1031.1,   1.9,   7.4,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,19 ,00 ,276 , 0.8 , 1.5, 99.00, 99.00, 99.00, 999, 1031.1,   1.9,   7.4,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,19 ,10 ,296 , 1.0 , 1.9, 99.00, 99.00, 99.00, 999, 1031.0,   1.9,   7.4,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,19 ,20 ,288 , 1.0 , 1.8, 99.00, 99.00, 99.00, 999, 1030.9,   2.0,   7.4,  -3.5, 99.0, 99.00 
2021 ,01 ,01 ,19 ,30 ,258 , 0.6 , 1.2, 99.00, 99.00, 99.00, 999, 1030.6,   2.0,   7.4,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,19 ,40 ,285 , 0.5 , 1.2,  0.41, 16.00,  5.22,   0, 1030.5,   2.1,   7.4,  -3.5, 99.0, 99.00 
2021 ,01 ,01 ,19 ,50 ,314 , 0.2 , 0.7, 99.00, 99.00, 99.00, 999, 1030.6,   2.1,   7.4,  -3.4, 99.0, 99.00 
2021 ,01 ,01 ,20 ,00 ,226 , 0.2 , 1.1, 99.00, 99.00, 99.00, 999, 1030.7,   2.2,   7.4,  -3.3, 99.0, 99.00 
2021 ,01 ,01 ,20 ,10 ,222 , 0.1 , 0.8, 99.00, 99.00, 99.00, 999, 1030.7,   2.1,   7.4,  -3.7, 99.0, 99.00 
2021 ,01 ,01 ,20 ,20 ,221 , 0.1 , 0.8, 99.00, 99.00, 99.00, 999, 1030.7,   2.2,   7.4,  -3.4, 99.0, 99.00 
2021 ,01 ,01 ,20 ,30 ,188 , 0.0 , 0.4, 99.00, 99.00, 99.00, 999, 1030.7,   2.2,   7.4,  -3.4, 99.0, 99.00 
2021 ,01 ,01 ,20 ,40 ,239 , 0.1 , 0.6,  0.40, 10.00,  5.40,  87, 1030.7,   2.3,   7.4,  -3.2, 99.0, 99.00 
2021 ,01 ,01 ,20 ,50 ,189 , 0.4 , 1.1, 99.00, 99.00, 99.00, 999, 1030.9,   2.3,   7.3,  -3.2, 99.0, 99.00 
2021 ,01 ,01 ,21 ,00 ,211 , 0.7 , 1.3, 99.00, 99.00, 99.00, 999, 1030.9,   2.3,   7.3,  -3.0, 99.0, 99.00 
2021 ,01 ,01 ,21 ,10 ,164 , 0.9 , 2.0, 99.00, 99.00, 99.00, 999, 1030.7,   2.4,   7.3,  -2.8, 99.0, 99.00 
2021 ,01 ,01 ,21 ,20 ,151 , 1.2 , 1.9, 99.00, 99.00, 99.00, 999, 1030.6,   2.5,   7.3,  -2.7, 99.0, 99.00 
2021 ,01 ,01 ,21 ,30 ,127 , 0.9 , 1.9, 99.00, 99.00, 99.00, 999, 1030.3,   2.5,   7.3,  -2.7, 99.0, 99.00 
2021 ,01 ,01 ,21 ,40 , 98 , 1.3 , 2.3,  0.40, 10.00,  5.76,  74, 1030.1,   2.6,   7.3,  -2.5, 99.0, 99.00 
2021 ,01 ,01 ,21 ,50 ,122 , 1.6 , 2.6, 99.00, 99.00, 99.00, 999, 1030.0,   2.7,   7.3,  -2.3, 99.0, 99.00 
2021 ,01 ,01 ,22 ,00 ,145 , 1.8 , 2.5, 99.00, 99.00, 99.00, 999, 1029.7,   2.8,   7.4,  -2.2, 99.0, 99.00 
2021 ,01 ,01 ,22 ,10 ,134 , 1.9 , 3.1, 99.00, 99.00, 99.00, 999, 1029.5,   2.8,   7.3,  -2.2, 99.0, 99.00 
2021 ,01 ,01 ,22 ,20 ,119 , 1.9 , 3.0, 99.00, 99.00, 99.00, 999, 1029.5,   2.9,   7.3,  -2.0, 99.0, 99.00 
2021 ,01 ,01 ,22 ,30 ,123 , 1.9 , 3.3, 99.00, 99.00, 99.00, 999, 1029.6,   3.0,   7.3,  -1.9, 99.0, 99.00 
2021 ,01 ,01 ,22 ,40 ,126 , 2.0 , 2.7,  0.40, 11.43,  5.99,  85, 1029.7,   3.1,   7.3,  -1.9, 99.0, 99.00 
2021 ,01 ,01 ,22 ,50 ,149 , 1.8 , 2.7, 99.00, 99.00, 99.00, 999, 1029.7,   3.2,   7.3,  -2.0, 99.0, 99.00 
2021 ,01 ,01 ,23 ,00 ,151 , 2.0 , 3.2, 99.00, 99.00, 99.00, 999, 1029.7,   3.2,   7.3,  -2.1, 99.0, 99.00 
2021 ,01 ,01 ,23 ,10 ,156 , 1.9 , 3.3, 99.00, 99.00, 99.00, 999, 1029.5,   3.3,   7.3,  -1.9, 99.0, 99.00 
2021 ,01 ,01 ,23 ,20 ,170 , 1.5 , 2.7, 99.00, 99.00, 99.00, 999, 1029.3,   3.4,   7.3,  -2.0, 99.0, 99.00 
2021 ,01 ,01 ,23 ,30 ,163 , 1.5 , 2.4, 99.00, 99.00, 99.00, 999, 1029.1,   3.4,   7.3,  -2.0, 99.0, 99.00 
2021 ,01 ,01 ,23 ,40 ,171 , 1.3 , 2.1,  0.41, 10.00,  5.94,  59, 1028.9,   3.4,   7.3,  -2.2, 99.0, 99.00 
2021 ,01 ,01 ,23 ,50 ,142 , 2.0 , 2.7, 99.00, 99.00, 99.00, 999, 1028.7,   3.5,   7.3,  -2.1, 99.0, 99.00 
2021 ,01 ,02 ,00 ,00 ,142 , 2.2 , 3.3, 99.00, 99.00, 99.00, 999, 1028.6,   3.5,   7.3,  -2.3, 99.0, 99.00 
2021 ,01 ,02 ,00 ,10 ,140 , 2.6 , 4.0, 99.00, 99.00, 99.00, 999, 1028.6,   3.6,   7.3,  -1.8, 99.0, 99.00 
2021 ,01 ,02 ,00 ,20 ,146 , 3.0 , 4.0, 99.00, 99.00, 99.00, 999, 1028.7,   3.6,   7.3,  -1.4, 99.0, 99.00 
2021 ,01 ,02 ,00 ,30 ,155 , 3.2 , 4.6, 99.00, 99.00, 99.00, 999, 1028.9,   3.7,   7.3,  -1.1, 99.0, 99.00 
2021 ,01 ,02 ,00 ,40 ,160 , 3.2 , 4.2,  0.45,  9.09,  5.77, 111, 1028.8,   3.8,   7.3,  -1.0, 99.0, 99.00 
2021 ,01 ,02 ,00 ,50 ,164 , 3.1 , 4.0, 99.00, 99.00, 99.00, 999, 1028.8,   3.9,   7.3,  -0.7, 99.0, 99.00 
2021 ,01 ,02 ,01 ,00 ,166 , 3.3 , 4.3, 99.00, 99.00, 99.00, 999, 1028.7,   3.9,   7.3,  -0.5, 99.0, 99.00 
2021 ,01 ,02 ,01 ,10 ,157 , 3.1 , 4.2, 99.00, 99.00, 99.00, 999, 1028.4,   4.1,   7.3,  -0.1, 99.0, 99.00 
2021 ,01 ,02 ,01 ,20 ,157 , 3.1 , 4.4, 99.00, 99.00, 99.00, 999, 1028.3,   4.1,   7.3,   0.0, 99.0, 99.00 
2021 ,01 ,02 ,01 ,30 ,166 , 3.2 , 4.9, 99.00, 99.00, 99.00, 999, 1028.1,   4.1,   7.3,   0.0, 99.0, 99.00 
2021 ,01 ,02 ,01 ,40 ,160 , 3.2 , 4.1,  0.45, 10.00,  5.76,  83, 1027.4,   4.1,   7.3,  -0.1, 99.0, 99.00 
2021 ,01 ,02 ,01 ,50 ,148 , 3.4 , 4.8, 99.00, 99.00, 99.00, 999, 1027.1,   4.1,   7.3,   0.0, 99.0, 99.00 
2021 ,01 ,02 ,02 ,00 ,141 , 3.6 , 4.7, 99.00, 99.00, 99.00, 999, 1026.7,   4.2,   7.3,   0.1, 99.0, 99.00 
2021 ,01 ,02 ,02 ,10 ,134 , 3.4 , 4.5, 99.00, 99.00, 99.00, 999, 1026.5,   4.2,   7.3,   0.1, 99.0, 99.00 
2021 ,01 ,02 ,02 ,20 ,126 , 3.3 , 4.7, 99.00, 99.00, 99.00, 999, 1026.2,   4.2,   7.3,   0.2, 99.0, 99.00 
2021 ,01 ,02 ,02 ,30 ,117 , 3.6 , 4.6, 99.00, 99.00, 99.00, 999, 1025.7,   4.2,   7.3,   0.2, 99.0, 99.00 
